2,20260117-150547,math,flat_lora,single,math-flat_lora-seed2-e2-lr0.0005-pac0.0-wr0.3-drop0.05-r8-a16,gsm8k_em,0.56937073540561001,1319,"{""task"": ""math"", ""variant"": ""flat_lora"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""llm_gsm8k_v22_flat"", ""lora_r"": 8, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 0.0, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 2, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
3,20260117-184224,math,flat_lora,single,math-flat_lora-seed3-e2-lr0.0005-pac0.0-wr0.3-drop0.05-r8-a16,gsm8k_em,0.58908263836239505,1319,"{""task"": ""math"", ""variant"": ""flat_lora"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""llm_gsm8k_v22_flat"", ""lora_r"": 8, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 0.0, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 3, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
,,,,,,mean,0.57568865301996397,,,,,
,,,,,,std,9.4760339950733189E-3,,,,,
pacf,,,,,,,,,,,,
,ts,task,variant,mode,run_name,metric,value,n,args,,,
4,20260121-053901,math,lora_pacf,single,math-lora_pacf-seed1-e2-lr0.0005-pac1e-05-wr0.3-drop0.05-r8-a16,gsm8k_em,0.57316148597422201,1319,"{""task"": ""math"", ""variant"": ""lora_pacf"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""runs_v22_pacf"", ""lora_r"": 8, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 1e-05, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 1, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
5,20260121-120152,math,lora_pacf,single,math-lora_pacf-seed2-e2-lr0.0005-pac1e-05-wr0.3-drop0.05-r8-a16,gsm8k_em,0.57543593631539003,1319,"{""task"": ""math"", ""variant"": ""lora_pacf"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""runs_v22_pacf"", ""lora_r"": 8, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 1e-05, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 2, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
6,20260121-182534,math,lora_pacf,single,math-lora_pacf-seed3-e2-lr0.0005-pac1e-05-wr0.3-drop0.05-r8-a16,gsm8k_em,0.58074298711144801,1319,"{""task"": ""math"", ""variant"": ""lora_pacf"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""runs_v22_pacf"", ""lora_r"": 8, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 1e-05, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 3, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
,,,,,,mean,0.57644680313368668,,,,,
,,,,,,std,3.1765997194788515E-3,,,,,
r16,,,,,,,,,,,,
lora,,,,,,,,,,,,
,ts,task,variant,mode,run_name,metric,value,n,args,,,
1,20260120-021846,math,lora,single,math-lora-seed1-e2-lr0.0005-pac0.0-wr0.3-drop0.05-r16-a16,gsm8k_em,0.56861258529188696,1319,"{""task"": ""math"", ""variant"": ""lora"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""llm_gsm8k_v22_lora"", ""lora_r"": 16, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 0.0, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 1, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
2,20260120-112013,math,lora,single,math-lora-seed2-e2-lr0.0005-pac0.0-wr0.3-drop0.05-r16-a16,gsm8k_em,0.58150113722517005,1319,"{""task"": ""math"", ""variant"": ""lora"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""llm_gsm8k_v22_lora"", ""lora_r"": 16, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 0.0, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 2, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
3,20260120-202311,math,lora,single,math-lora-seed3-e2-lr0.0005-pac0.0-wr0.3-drop0.05-r16-a16,gsm8k_em,0.58984078847611798,1319,"{""task"": ""math"", ""variant"": ""lora"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""llm_gsm8k_v22_lora"", ""lora_r"": 16, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 0.0, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 3, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
,,,,,,mean,0.57998483699772496,,,,,
,,,,,,std,8.7324501102711317E-3,,,,,
flat-lora,,,,,,,,,,,,
,ts,task,variant,mode,run_name,metric,value,n,args,,,
1,20260121-053057,math,flat_lora,single,math-flat_lora-seed1-e2-lr0.0005-pac0.0-wr0.3-drop0.05-r16-a16,gsm8k_em,0.56178923426838501,1319,"{""task"": ""math"", ""variant"": ""flat_lora"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""llm_gsm8k_v22_flat"", ""lora_r"": 16, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 0.0, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 1, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
2,20260121-143220,math,flat_lora,single,math-flat_lora-seed2-e2-lr0.0005-pac0.0-wr0.3-drop0.05-r16-a16,gsm8k_em,0.57695223654283501,1319,"{""task"": ""math"", ""variant"": ""flat_lora"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""llm_gsm8k_v22_flat"", ""lora_r"": 16, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 0.0, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 2, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
3,20260121-233111,math,flat_lora,single,math-flat_lora-seed3-e2-lr0.0005-pac0.0-wr0.3-drop0.05-r16-a16,gsm8k_em,0.58074298711144801,1319,"{""task"": ""math"", ""variant"": ""flat_lora"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""llm_gsm8k_v22_flat"", ""lora_r"": 16, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 0.0, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 3, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
,,,,,,mean,0.57316148597422267,,,,,
,,,,,,std,8.1889571625067426E-3,,,,,
pacf,,,,,,,,,,,,
,ts,task,variant,mode,run_name,metric,value,n,args,,,
1,20260122-230951,math,lora_pacf,single,math-lora_pacf-seed1-e2-lr0.0005-pac5e-06-wr0.25-drop0.05-r16-a16,gsm8k_em,0.57619408642911296,1319,"{""task"": ""math"", ""variant"": ""lora_pacf"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""runs_v22_pacf"", ""lora_r"": 16, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 5e-06, ""reg_warm"": 0.25, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 1, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
2,20260123-071500,math,lora_pacf,single,math-lora_pacf-seed2-e2-lr0.0005-pac5e-06-wr0.25-drop0.05-r16-a16,gsm8k_em,0.58832448824867301,1319,"{""task"": ""math"", ""variant"": ""lora_pacf"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""runs_v22_pacf"", ""lora_r"": 16, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 5e-06, ""reg_warm"": 0.25, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 2, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
3,20260123-144654,math,lora_pacf,single,math-lora_pacf-seed3-e2-lr0.0005-pac5e-06-wr0.25-drop0.05-r16-a16,gsm8k_em,0.58984078847611798,1319,"{""task"": ""math"", ""variant"": ""lora_pacf"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""runs_v22_pacf"", ""lora_r"": 16, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 4, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 5e-06, ""reg_warm"": 0.25, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 3, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",,,
,,,,,,mean,0.58478645438463461,,,,,
,,,,,,std,6.1071751193299611E-3,,,,,
